candidate_id,candidate_name,congbio_id,congbio_name,congbio_birthyear,congbio_deathyear,congbio_url
SH0038,"Sweetser, Henry",NA,NA,NA,NA,NA
SH0039,"Southgate, Horatio",NA,NA,NA,NA,NA
SH0045,"Smith, Harry",NA,NA,NA,NA,NA
SH0051,"Shaffer, Henry",NA,NA,NA,NA,NA
SH0055,"Southard, Henry",S000685,"Southard, Henry",1747,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000685
SH0059,"Smith, Hemlock",NA,NA,NA,NA,NA
SH0063,"Seymour, Harris",NA,NA,NA,NA,NA
SH0071,"Schoonmaker, Henry J.",NA,NA,NA,NA,NA
SH0090,"Smith, Hubbard",NA,NA,NA,NA,NA
SH0093,"Seymour, Henry",NA,NA,NA,NA,NA
SH0095,"Storrs, Henry R.",S000976,"Storrs, Henry Randolph",1787,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000976
SH0112,"Skinner, Henry",NA,NA,NA,NA,NA
SH0116,"Stone, H. C.",NA,NA,NA,NA,NA
SH0129,"Slagle, Henry",NA,NA,NA,NA,NA
SH0140,"Sawtell, Hezekiah",NA,NA,NA,NA,NA
SH0151,"Sterling, Henry",NA,NA,NA,NA,NA
SH0158,"Stiles, Henry",NA,NA,NA,NA,NA
SH0167,"Strong, Henry",NA,NA,NA,NA,NA
SH0178,"Shields, Henry H.",NA,NA,NA,NA,NA
SH0191,"Seymour, Horatio",S000268,"Seymour, Horatio",1778,1857,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000268
SI0018,"Stevens, Isaac",NA,NA,NA,NA,NA
SI0020,"Starr, Isaac H.",NA,NA,NA,NA,NA
SI0042,"Seelye, Isaac",NA,NA,NA,NA,NA
SI0045,"Smith, Isaac",S000555,"Smith, Isaac",1740,1807,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000555
SI0049,"Sergeants, Isaac",NA,NA,NA,NA,NA
SI0050,"Shinn, Isaiah",NA,NA,NA,NA,NA
SI0052,"Swartwood, Isaac",NA,NA,NA,NA,NA
SI0054,"Stoddard, Israel",NA,NA,NA,NA,NA
SI0056,"Spencer, Isaac",NA,NA,NA,NA,NA
SI0058,"Sharp, Isaac",NA,NA,NA,NA,NA
SI0060,"Sargent, Isaac",NA,NA,NA,NA,NA
SI0066,"Sutherland, Isaac",NA,NA,NA,NA,NA
SI0076,"Smith, Isaac",S000556,"Smith, Isaac",1761,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000556
SI0092,"Smith, Israel",S000557,"Smith, Israel",1759,1810,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000557
SI0107,"Sniffen, Isaac",NA,NA,NA,NA,NA
SI0113,"Southard, Isaac",NA,NA,NA,NA,NA
SI0114,"Smith, Isaac",NA,NA,NA,NA,NA
SJ0011,NA,S001047,"Sturges, Jonathan",1740,1819,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001047
SJ0013,"Smith, John Cotton",S000570,"Smith, John Cotton",1765,1845,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000570
SJ0020,"Schenck, James",NA,NA,NA,NA,NA
SJ0026,"Saunders, James",NA,NA,NA,NA,NA
SJ0027,"Smith, John W.",NA,NA,NA,NA,NA
SJ0028,"Spring, John",NA,NA,NA,NA,NA
SJ0029,"Stevens, James",S000882,"Stevens, James",1768,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000882
SJ0030,"Swett, Jonah",NA,NA,NA,NA,NA
SJ0033,"Stebbins, Josiah",NA,NA,NA,NA,NA
SJ0034,"Stickney, J.",NA,NA,NA,NA,NA
SJ0036,"Stibbins, Jonah",NA,NA,NA,NA,NA
SJ0047,"Strickler, John",NA,NA,NA,NA,NA
SJ0051,"Shook, Jacob",NA,NA,NA,NA,NA
SJ0052,"Shirer, John",NA,NA,NA,NA,NA
SJ0067,"Sherred, John M.",NA,NA,NA,NA,NA
SJ0072,"Sutton, John",NA,NA,NA,NA,NA
SJ0081,"Smith, John L.",NA,NA,NA,NA,NA
SJ0082,"Seagrove, James",NA,NA,NA,NA,NA
SJ0083,"Sumner, Joseph",NA,NA,NA,NA,NA
SJ0091,"Simms, James",NA,NA,NA,NA,NA
SJ0094,"Scruggs, Jesse",NA,NA,NA,NA,NA
SJ0115,"Stewart, John",NA,NA,NA,NA,NA
SJ0128,"Sidney, Joseph S.",NA,NA,NA,NA,NA
SJ0135,"Sullivan, Jeremiah",NA,NA,NA,NA,NA
SJ0145,"Scott, James",NA,NA,NA,NA,NA
SJ0160,"Simpson, John",NA,NA,NA,NA,NA
SJ0165,"Smith, John Speed",S000575,"Smith, John Speed",1792,1854,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000575
SJ0166,"Sevier, John",S000257,"Sevier, John",1745,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000257
SJ0183,"Seney, Joshua",S000242,"Seney, Joshua",1756,1798,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000242
SJ0184,"Scott, John",NA,NA,NA,NA,NA
SJ0192,"Steele, John",S000832,"Steele, John",1764,1815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000832
SJ0195,"Standifer, James",S000789,"Standifer, James Israel",1782,1837,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000789
SJ0196,"Somerville, James",NA,NA,NA,NA,NA
SJ0201,"Scott, John",NA,NA,NA,NA,NA
SJ0246,"Swearingen, Joseph",NA,NA,NA,NA,NA
SJ0260,"Sergeant, Jonathan D.",NA,NA,NA,NA,NA
SJ0270,"Skidmore, John",NA,NA,NA,NA,NA
SJ0272,"Shepherd, John",NA,NA,NA,NA,NA
SJ0273,"Spires, James",NA,NA,NA,NA,NA
SJ0304,NA,S000567,"Smith, John",1735,1824,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000567
SJ0310,"Steel, James",NA,NA,NA,NA,NA
SJ0312,"Spence, John S.",S000719,"Spence, John Selby",1788,1840,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000719
SJ0356,"Stone, Joseph",NA,NA,NA,NA,NA
SJ0359,"Stearns, Josiah",NA,NA,NA,NA,NA
SJ0360,"Sprague, John",NA,NA,NA,NA,NA
SJ0366,"Sullivan, James",NA,NA,NA,NA,NA
SJ0372,"Stokes, John",NA,NA,NA,NA,NA
SJ0384,"Spurr, John",NA,NA,NA,NA,NA
SJ0386,"Sprague, Joseph E.",NA,NA,NA,NA,NA
SJ0394,"Story, Joseph",S000978,"Story, Joseph",1779,1845,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000978
SJ0396,"Smith, Jonathan, Jr.",NA,NA,NA,NA,NA
SJ0397,"Smith, John K.",NA,NA,NA,NA,NA
SJ0398,"Smith, John",NA,NA,NA,NA,NA
SJ0403,"Smith, Joseph",NA,NA,NA,NA,NA
SJ0404,"Smith, Josiah",NA,NA,NA,NA,NA
SJ0407,"Sumner, Joseph",NA,NA,NA,NA,NA
SJ0412,"Sprout, James",NA,NA,NA,NA,NA
SJ0414,"Stone, Jonathan, Jr.",NA,NA,NA,NA,NA
SJ0428,"Swift, John",NA,NA,NA,NA,NA
SJ0430,"Swansey, Joseph",NA,NA,NA,NA,NA
SJ0437,"Sibley, Jonas",S000397,"Sibley, Jonas",1762,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000397
SJ0444,"Shepley, John",NA,NA,NA,NA,NA
SJ0448,"Scott, John",S000176,"Scott, John",1785,1861,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000176
SJ0463,"Sheafe, James",S000312,"Sheafe, James",1755,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000312
SJ0467,"Sewell, John",NA,NA,NA,NA,NA
SJ0468,"Skinner, John Thompson",NA,NA,NA,NA,NA
SJ0469,"Smith, Jonathan",NA,NA,NA,NA,NA
SJ0470,"Skinner, Joseph",NA,NA,NA,NA,NA
SJ0471,"Smith, Jeremiah",S000563,"Smith, Jeremiah",1759,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000563
SJ0472,"Stone, Jotham",NA,NA,NA,NA,NA
SJ0474,NA,S000339,"Sherburne, John Samuel",1757,1830,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000339
SJ0475,"Shepard, J., Jr.",NA,NA,NA,NA,NA
SJ0476,"Smith, Joel",NA,NA,NA,NA,NA
SJ0480,"Stebbins, Jere",NA,NA,NA,NA,NA
SJ0483,"Sow, John",NA,NA,NA,NA,NA
SJ0485,"Shed, Joseph",NA,NA,NA,NA,NA
SJ0486,"Seaver, Joseph M.",NA,NA,NA,NA,NA
SJ0488,"Spars, John",NA,NA,NA,NA,NA
SJ0489,"Smith, John",NA,NA,NA,NA,NA
SJ0517,"Smith, Jedediah Kilburn",S000562,"Smith, Jedediah Kilburn",1770,1828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000562
SJ0521,"Sheppard, John",NA,NA,NA,NA,NA
SJ0522,"Schureman, James",S000150,"Schureman, James",1756,1824,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000150
SJ0523,"Smith, Job",NA,NA,NA,NA,NA
SJ0524,"Smith, Joseph",NA,NA,NA,NA,NA
SJ0525,"Stevenson, James",NA,NA,NA,NA,NA
SJ0530,"Sharp, Joseph",NA,NA,NA,NA,NA
SJ0537,"Stevens, John A.",NA,NA,NA,NA,NA
SJ0538,"Stevenson, John",NA,NA,NA,NA,NA
SJ0541,"Storrs, John",NA,NA,NA,NA,NA
SJ0547,"Scudder, John A.",S000200,"Scudder, John Anderson",1759,1836,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000200
SJ0553,"Sloan, James",S000493,"Sloan, James",NA,1811,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000493
SJ0556,"Simons, Joseph",NA,NA,NA,NA,NA
SJ0575,"Scott, James",NA,NA,NA,NA,NA
SJ0576,"Stera, Jonas",NA,NA,NA,NA,NA
SJ0578,"Smith, Jonathan",NA,NA,NA,NA,NA
SJ0586,"Spafford, Jonas",NA,NA,NA,NA,NA
SJ0587,"Sheldon, Joseph",NA,NA,NA,NA,NA
SJ0600,"Sidell, John",NA,NA,NA,NA,NA
SJ0623,"Smith, John",NA,NA,NA,NA,NA
SJ0624,"Steems, John W.",NA,NA,NA,NA,NA
SJ0628,"Scott, Joseph Warren",NA,NA,NA,NA,NA
SJ0636,"Schenck, John",NA,NA,NA,NA,NA
SJ0643,"Savage, James",NA,NA,NA,NA,NA
SJ0644,"Schermerhorn, John W.",NA,NA,NA,NA,NA
SJ0646,"Sands, Joshua",S000046,"Sands, Joshua",1757,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000046
SJ0653,"Smith, Joshua, Jr.",NA,NA,NA,NA,NA
SJ0654,"Smith, John",NA,NA,NA,NA,NA
SJ0658,"Smith, John",NA,NA,NA,NA,NA
SJ0665,"Snell, Jacob",NA,NA,NA,NA,NA
SJ0669,"Skidmore, John I.",NA,NA,NA,NA,NA
SJ0678,"Sanger, Jedediah",NA,NA,NA,NA,NA
SJ0684,"Seaman, John W.",NA,NA,NA,NA,NA
SJ0689,"Smith, John",S000566,"Smith, John",1752,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000566
SJ0693,"Stafford, John",NA,NA,NA,NA,NA
SJ0695,"Skinner, Jacob",NA,NA,NA,NA,NA
SJ0697,"Seiber, John",NA,NA,NA,NA,NA
SJ0715,"Sayre, John",NA,NA,NA,NA,NA
SJ0726,"Sandford, Jared",NA,NA,NA,NA,NA
SJ0729,"Stevens, John",NA,NA,NA,NA,NA
SJ0730,"Sheppard, Joseph",NA,NA,NA,NA,NA
SJ0731,"Shephard, Jesse",NA,NA,NA,NA,NA
SJ0733,"Sudam, John",NA,NA,NA,NA,NA
SJ0737,"Savage, John",S000082,"Savage, John",1779,1863,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000082
SJ0738,"Storey, Jonas",NA,NA,NA,NA,NA
SJ0741,"Stevens, John, Jr.",NA,NA,NA,NA,NA
SJ0742,"Smith, John",NA,NA,NA,NA,NA
SJ0745,"Spencer, John C.",S000727,"Spencer, John Canfield",1788,1855,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000727
SJ0755,"Sutton, John",NA,NA,NA,NA,NA
SJ0762,"Spencer, Jonathan R.",NA,NA,NA,NA,NA
SJ0772,"Smith, John T.",NA,NA,NA,NA,NA
SJ0777,"Spencer, Joseph",NA,NA,NA,NA,NA
SJ0778,"Strong, James S.",S001010,"Strong, James",1783,1847,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001010
SJ0784,"Smith, Joshua",NA,NA,NA,NA,NA
SJ0806,"Sanders, James",NA,NA,NA,NA,NA
SJ0817,"Sisson, Jabius",NA,NA,NA,NA,NA
SJ0819,"Stevelie, John",NA,NA,NA,NA,NA
SJ0820,"Searl, Jesse",NA,NA,NA,NA,NA
SJ0823,"Smith, John",NA,NA,NA,NA,NA
SJ0834,"Stanley, John",S000800,"Stanly, John",1774,1834,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000800
SJ0842,"Stewart, James",S000909,"Stewart, James",1775,1821,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000909
SJ0848,"Slocumb, Jesse",S000497,"Slocumb, Jesse",1780,1820,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000497
SJ0849,"Smith, James S.",S000559,"Smith, James Strudwick",1790,1859,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000559
SJ0859,"Scott, John",NA,NA,NA,NA,NA
SJ0866,"Sloane, John",S000494,"Sloane, John",1779,1856,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000494
SJ0926,"Steele, Jonathan",NA,NA,NA,NA,NA
SJ0927,"Sloane, Jonathan",NA,NA,NA,NA,NA
SJ0949,"Stewart, John",S000912,"Stewart, John",NA,1820,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000912
SJ0964,NA,S001095,"Swanwick, John",1760,1798,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001095
SJ0970,"Smilie, John",S000508,"Smilie, John",1741,1812,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000508
SJ1016,"Shallcross, Joseph",NA,NA,NA,NA,NA
SJ1073,"Sergeant, John",S000246,"Sergeant, John",1779,1852,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000246
SJ1080,"Smith, James",NA,NA,NA,NA,NA
SJ1123,"Shead, Jonathan",NA,NA,NA,NA,NA
SJ1124,"Scott, Joseph",NA,NA,NA,NA,NA
SJ1145,"Strong, James",NA,NA,NA,NA,NA
SJ1149,"Shafford, Jacob",NA,NA,NA,NA,NA
SJ1150,"Stanton, Joshua, Jr.",NA,NA,NA,NA,NA
SJ1151,"Seldon, Joseph",NA,NA,NA,NA,NA
SJ1153,"Smith, James",NA,NA,NA,NA,NA
SJ1157,"Scroggs, John A.",NA,NA,NA,NA,NA
SJ1160,"Strong, Josiah B.",NA,NA,NA,NA,NA
SJ1161,"Sias, Jeremiah",NA,NA,NA,NA,NA
SJ1163,"Stevens, John",NA,NA,NA,NA,NA
SJ1173,"Simpson, John",NA,NA,NA,NA,NA
SJ1188,"Sipison, J.",NA,NA,NA,NA,NA
SJ1223,"Smith, John F.",NA,NA,NA,NA,NA
SJ1233,"Stone, J.",NA,NA,NA,NA,NA
SJ1238,"Simmons, James",NA,NA,NA,NA,NA
SJ1239,"Spencer, John",NA,NA,NA,NA,NA
SJ1242,"Stevens, Jonathan, Jr.",NA,NA,NA,NA,NA
SJ1252,"Sidley, Jacob",NA,NA,NA,NA,NA
SJ1259,"Storer, Jedediah K.",NA,NA,NA,NA,NA
SJ1261,"Spangler, Jacob",S000700,"Spangler, Jacob",1767,1843,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000700
SJ1273,"Shipard, John",NA,NA,NA,NA,NA
SJ1275,"Sutherland, Joel B.",NA,NA,NA,NA,NA
SJ1305,"Sanborn, Josiah",NA,NA,NA,NA,NA
SJ1311,"Sommer, Jacob",NA,NA,NA,NA,NA
SJ1312,"Sawyer, Joseph",NA,NA,NA,NA,NA
SJ1331,"Steele, John",NA,NA,NA,NA,NA
SJ1347,"Stevenson, James S.",S000892,"Stevenson, James S.",1780,1831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000892
SJ1348,"Sherburne, John N.",NA,NA,NA,NA,NA
SJ1349,"Shepard, John",NA,NA,NA,NA,NA
SJ1353,"Snow, James",NA,NA,NA,NA,NA
SJ1355,"Smith, James",NA,NA,NA,NA,NA
SJ1356,"Shapley, James",NA,NA,NA,NA,NA
SJ1408,"Shearman, Joseph",NA,NA,NA,NA,NA
SJ1411,"Swoope, Jacob",S001125,"Swoope, Jacob",NA,1832,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001125
SJ1412,"Scott, John",NA,NA,NA,NA,NA
SJ1416,"Stanton, Joseph",S000805,"Stanton, Joseph, Jr.",1739,1807,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000805
SJ1433,"Shackleford, John",NA,NA,NA,NA,NA
SJ1465,"Shipley, John",NA,NA,NA,NA,NA
SJ1474,"Stephenson, James",S000864,"Stephenson, James",1764,1833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000864
SJ1476,"Sexton, Joseph",NA,NA,NA,NA,NA
SJ1478,"Stratton, John",S000994,"Stratton, John",1769,1804,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000994
SJ1498,"Sullivan, James",NA,NA,NA,NA,NA
SJ1499,"Sellars, John",NA,NA,NA,NA,NA
SJ1515,"Stoddard, James",NA,NA,NA,NA,NA
SJ1530,"Smith, John",S000564,"Smith, John",1750,1836,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000564
SJ1532,"Smith, John",NA,NA,NA,NA,NA
SJ1542,"Sandford, James T.",S000040,"Sandford, James T.",NA,NA,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000040
SJ1546,"Strong, John",NA,NA,NA,NA,NA
SJ1547,"Safford, Jonas",NA,NA,NA,NA,NA
SJ1548,"Smith, Josiah",S000582,"Smith, Josiah",1738,1803,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000582
SJ1550,"Shipton, John",NA,NA,NA,NA,NA
SJ1557,"Singleton, James",NA,NA,NA,NA,NA
SJ1563,"Steele, John",NA,NA,NA,NA,NA
SL0001,"Sturges, Lewis B.",S001048,"Sturges, Lewis Burr",1763,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001048
SL0007,"Strong, Lewis",NA,NA,NA,NA,NA
SL0008,"Studley, Lewis",NA,NA,NA,NA,NA
SL0023,"Saltonstall, Leverett",NA,NA,NA,NA,NA
SL0026,"Stone, Leicester",NA,NA,NA,NA,NA
SL0032,"Sawyer, Lemuel",S000089,"Sawyer, Lemuel",1777,1852,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000089
SL0041,"Sowles, Lewis",NA,NA,NA,NA,NA
SL0047,"Stoughton, Lewis H.",NA,NA,NA,NA,NA
SL0048,"Stockton, Lucius H.",NA,NA,NA,NA,NA
SL0067,"Smith, Larkin",NA,NA,NA,NA,NA
SL0071,"Shearman, Lenemon",NA,NA,NA,NA,NA
SM0002,"Smith, Merriman",NA,NA,NA,NA,NA
SM0011,"Sweat, Moses",NA,NA,NA,NA,NA
SM0016,"Scribner, Matthew",NA,NA,NA,NA,NA
SM0018,"Swett, M.",NA,NA,NA,NA,NA
SM0019,"Stone, Moses",NA,NA,NA,NA,NA
SM0034,"Stone, Michael Jenifer",S000961,"Stone, Michael Jenifer",1747,1812,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000961
SM0042,"Sprigg, Michael C.",NA,NA,NA,NA,NA
SM0056,"Skinner, Melancton",NA,NA,NA,NA,NA
SM0059,"Scott, Moses",NA,NA,NA,NA,NA
SM0075,"Smith, Melancton",NA,NA,NA,NA,NA
SM0077,"Schuneman, Martin G.",S000149,"Schuneman, Martin Gerretsen",1764,1827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000149
SM0083,"Smith, Melancton",NA,NA,NA,NA,NA
SM0087,"Sterling, Micah",S000871,"Sterling, Micah",1784,1844,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000871
SM0089,"Stokes, Montfort",S000949,"Stokes, Montfort",1762,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000949
SM0110,"Selden, Miles",NA,NA,NA,NA,NA
SM0111,"Sherman, Martin",NA,NA,NA,NA,NA
SM0119,"Smith, Meriwether",NA,NA,NA,NA,NA
SM0124,"Smith, Manasseh",NA,NA,NA,NA,NA
SM0129,"Sherman, Minot",NA,NA,NA,NA,NA
SN0000,"Smith, Nathaniel",S000595,"Smith, Nathaniel",1762,1822,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000595
SN0016,"Smith, Nathan",NA,NA,NA,NA,NA
SN0036,"Sprague, Nathan P.",NA,NA,NA,NA,NA
SN0046,"Stonestreet, Nicholas",NA,NA,NA,NA,NA
SN0051,"Snethen, Nicholas",NA,NA,NA,NA,NA
SN0057,"Silsbee, Nathaniel",S000411,"Silsbee, Nathaniel",1773,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000411
SN0061,"Shannon, Nathaniel",NA,NA,NA,NA,NA
SN0074,"Smith, Noah",NA,NA,NA,NA,NA
SN0084,"Smith, Nathan",NA,NA,NA,NA,NA
SN0093,"Sage, Nathan",NA,NA,NA,NA,NA
SN0094,NA,S000052,"Sanford, Nathan",1777,1838,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000052
SN0099,"Smith, Nathaniel",NA,NA,NA,NA,NA
SO0005,"Stone, Oren",NA,NA,NA,NA,NA
SO0007,NA,S000598,"Smith, O'brien",1756,1811,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000598
SO0008,"Scroggin, Obediah",NA,NA,NA,NA,NA
SO0015,"Shannon, Owen",NA,NA,NA,NA,NA
SO0017,"Sprigg, Osborn",NA,NA,NA,NA,NA
SO0020,"Savage, Ozias",NA,NA,NA,NA,NA
SP0009,"Stafford, Pearl",NA,NA,NA,NA,NA
SP0010,"Sprague, Peleg",S000744,"Sprague, Peleg",1793,1880,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000744
SP0013,"Stewart, Philip",S001036,"Stuart, Philip",1760,1830,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001036
SP0018,"Smith, Pliny",NA,NA,NA,NA,NA
SP0019,"Smith, Phineas",NA,NA,NA,NA,NA
SP0020,"Strong, Phineas",NA,NA,NA,NA,NA
SP0022,"Sargent, Paul Dudley",NA,NA,NA,NA,NA
SP0028,"Sprague, Peleg",S000743,"Sprague, Peleg",1756,1800,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000743
SP0038,"Sanford, Paul",NA,NA,NA,NA,NA
SP0040,"Sergeant, Paul Dudley",NA,NA,NA,NA,NA
SP0060,"Sylvester, Peter",S000412,"Silvester, Peter",1734,1808,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000412
SP0061,"Scott, Philip",NA,NA,NA,NA,NA
SP0063,"Swart, Peter",S001096,"Swart, Peter",1752,1829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001096
SP0065,"Schuyler, Philip I.",S000153,"Schuyler, Philip Jeremiah",1768,1835,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000153
SP0070,"Smith, Peter",NA,NA,NA,NA,NA
SP0071,NA,S000154,"Schuyler, Philip John",1733,1804,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000154
SP0076,"Sailly, Peter",S000015,"Sailly, Peter",1754,1826,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000015
SP0079,"Starr, Philemon R.",NA,NA,NA,NA,NA
SP0087,"Stephens, Peter",NA,NA,NA,NA,NA
SP0092,"Swift, Philetus",NA,NA,NA,NA,NA
SP0094,"Swart, Peter, Jr.",NA,NA,NA,NA,NA
SP0100,"Sharpe, Peter",S000297,"Sharpe, Peter",1777,1842,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000297
SP0102,"Say, Peter",NA,NA,NA,NA,NA
SP0149,"Smith, Perry",NA,NA,NA,NA,NA
SP0159,"Studioford, Peter",NA,NA,NA,NA,NA
SR0003,NA,S000349,"Sherman, Roger",1721,1793,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000349
SR0005,"Sherman, Roger M.",NA,NA,NA,NA,NA
SR0007,"Sawtell, Richard",NA,NA,NA,NA,NA
SR0022,"Sherman, Richard",NA,NA,NA,NA,NA
SR0023,"Shankland, Rhoads",NA,NA,NA,NA,NA
SR0044,"Slaughter, Robert F.",NA,NA,NA,NA,NA
SR0049,"Sprigg, Richard, Jr.",S000752,"Sprigg, Richard, Jr.",1769,1806,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000752
SR0062,"Stanton, Robert",NA,NA,NA,NA,NA
SR0067,"Smith, Robert H.",NA,NA,NA,NA,NA
SR0069,"Southgate, Robert",NA,NA,NA,NA,NA
SR0073,"Sullivan, Robert",NA,NA,NA,NA,NA
SR0089,"Sears, Rowland",NA,NA,NA,NA,NA
SR0111,"Sackrider, Robert",NA,NA,NA,NA,NA
SR0113,"Sullivan, Richard",NA,NA,NA,NA,NA
SR0117,"Skinner, Robert",NA,NA,NA,NA,NA
SR0120,"Smith, Richard",NA,NA,NA,NA,NA
SR0121,"Stockton, Richard",S000941,"Stockton, Richard",1764,1828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000941
SR0125,"Smith, Robert",NA,NA,NA,NA,NA
SR0133,"Saxon, Reuben",NA,NA,NA,NA,NA
SR0138,"Strong, Richard",NA,NA,NA,NA,NA
SR0139,"Smith, Richard L.",NA,NA,NA,NA,NA
SR0150,"Sands, Robert",NA,NA,NA,NA,NA
SR0154,"Skinner, Reuben",NA,NA,NA,NA,NA
SR0156,"Skinner, Roger",NA,NA,NA,NA,NA
SR0163,"Smith, Richard",NA,NA,NA,NA,NA
SR0164,"Spaight, Richard D.",S000693,"Spaight, Richard Dobbs",1758,1802,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000693
SR0165,"Sanford, Reuben",NA,NA,NA,NA,NA
SR0169,"Scott, Randall S.",S001002,"Street, Randall S.",1780,1841,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001002
SR0170,"Slaughter, Robert F.",NA,NA,NA,NA,NA
SR0172,"Spaight, Richard D.",S000694,"Spaight, Richard Dobbs, Jr.",1796,1850,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000694
SR0175,"Stanford, Richard",S000794,"Stanford, Richard",1767,1816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000794
SR0176,"Saunders, Romulus M.",S000078,"Saunders, Romulus Mitchell",1791,1867,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000078
SR0183,"Sims, Richard",NA,NA,NA,NA,NA
SR0206,"Skinner, Richard",S000469,"Skinner, Richard",1778,1833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000469
SR0226,"Shannon, Robert",NA,NA,NA,NA,NA
SS0000,"Sherwood, Samuel B.",S000357,"Sherwood, Samuel Burr",1767,1833,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000357
SS0002,"Stephenson, Samuel",NA,NA,NA,NA,NA
SS0008,"Salsbury, Stephen",NA,NA,NA,NA,NA
SS0009,"Strout, Simeon, Jr.",NA,NA,NA,NA,NA
SS0011,"Sayre, Stephen",NA,NA,NA,NA,NA
SS0014,"Smith, Samuel",NA,NA,NA,NA,NA
SS0015,"Smith, Samuel E.",NA,NA,NA,NA,NA
SS0021,"Staples, Seth P.",NA,NA,NA,NA,NA
SS0026,"Sheperdton, S.",NA,NA,NA,NA,NA
