town,state,lat,lon
Red-Hook,New York,41.9950919,-73.8754114
Redfield,New York,43.5331257,-75.8215792
Redhook,New York,41.9950919,-73.8754114
Redman,New York,43.8512135,-75.9406679
Remsen,New York,43.3270136,-75.1868317
Rennsaelerville,New York,42.5161888,-74.1379131
Rennselaerville,New York,42.5161888,-74.1379131
Rensselaer,New York,42.6425794,-73.742898
Rensselaersville,New York,42.5161888,-74.1379131
Rensselaerville,New York,42.5161888,-74.1379131
Rensselaerwick,New York,42.69637806,-73.7101078
Rensselaerwyck,New York,42.69637806,-73.7101078
Renssellaerwick,New York,42.69637806,-73.7101078
Rhinebeck,New York,41.9288029,-73.9102876
Rhynebeck,New York,41.9288029,-73.9102876
Richfield,New York,42.8572942,-75.0540468
Richland,New York,43.5692838,-76.0502046
Ridgefield,New York,42.8572942,-75.0540468
Riga,New York,43.0695057,-77.8838984
River Head,New York,40.9170435,-72.6620402
Riverhead,New York,40.9170435,-72.6620402
Rochester,New York,43.1699272,-77.6168907
Rockland,New York,41.96255364,-74.76539612
Rodman,New York,43.8512135,-75.9406679
Rome,New York,43.2272326,-75.4917117
Romullus,New York,42.752546100000004,-76.834038
Romulus,New York,42.752546100000004,-76.834038
Rossie,New York,44.3786699,-75.6549495
Rotterdam,New York,42.7870209,-73.9709583
Roxbury,New York,42.3004166,-74.5547222
Rush,New York,42.9954553,-77.6298188
Russell,New York,44.4295059,-75.1499264
Russia,New York,43.2586801,-75.0821053
Rutland,New York,43.9410279,-75.7836589
Rye,New York,40.983177,-73.684473
Salem,New York,43.1722983,-73.3276101
Salibury,New York,40.7456559,-73.5601266
Salina,New York,43.1071066,-76.1725774
Salisbury,New York,40.7456559,-73.5601266
Sandlake,New York,42.6373017,-73.5406697
Sangerfield,New York,42.9139589,-75.3790591
Sangersfield,New York,42.9139589,-75.3790591
Sangertius,New York,42.08191668,-73.95721436
Sangertuis,New York,42.08191668,-73.95721436
Saranac,New York,44.6514318,-73.7434754
Saratoga,New York,43.05484088,-73.65646362
Saratoga (E.H.R.),New York,43.05484088,-73.65646362
Scaghiticoke,New York,42.9000773,-73.5853939
Scaghticoke,New York,42.9000773,-73.5853939
Scaresdale,New York,40.992048,-73.7806289
Scarsdale,New York,40.992048,-73.7806289
Scaticoke,New York,42.9000773,-73.5853939
Scatikoke,New York,42.9000773,-73.5853939
Schaghtcoke,New York,42.9000773,-73.5853939
Schaghticoke,New York,42.9000773,-73.5853939
Schaghtioke,New York,42.9000773,-73.5853939
Schagticoke,New York,42.9000773,-73.5853939
Scharoon,New York,43.8383684,-73.7618292
Schaticocke,New York,42.9000773,-73.5853939
Schaticoke,New York,42.9000773,-73.5853939
Schaticook,New York,42.9000773,-73.5853939
Schaughitocke,New York,42.9000773,-73.5853939
Schaughticok,New York,42.9000773,-73.5853939
Schaughticoke,New York,42.9000773,-73.5853939
Schenactady,New York,42.8018398,-73.927295
Schenctady,New York,42.8018398,-73.927295
Schenectady,New York,42.8018398,-73.927295
Schlosser,New York,40.8505859,-73.9700086
Schodach,New York,42.5191196,-73.6771662
Schodack,New York,42.5191196,-73.6771662
Schoharie,New York,42.6659087,-74.3095787
Schoharry,New York,42.6659087,-74.3095787
Schohary,New York,42.6659087,-74.3095787
Schreor,New York,43.8383684,-73.7618292
Schroon,New York,43.8383684,-73.7618292
Schuyler,New York,43.0986809,-75.0912706
Scipio,New York,42.7874635,-76.5719414
Sempronius,New York,42.7295134,-76.3152098
Senaca,New York,42.84375133,-77.05535889
Seneca,New York,42.84375133,-77.05535889
Senneca,New York,42.84375133,-77.05535889
Shandaken,New York,42.1200896,-74.3954274
Sharon,New York,42.7609688,-74.5324165
Shawangunk,New York,41.6284438,-74.1944529
Shawungonck,New York,41.6284438,-74.1944529
Shawungunk,New York,41.6284438,-74.1944529
Shelden,New York,42.7372826,-78.4186302
Sheldon,New York,42.7372826,-78.4186302
Shelter Island,New York,41.0681549,-72.3386939
Sherborn,New York,42.6781266,-75.4985123
Sherborne,New York,42.6781266,-75.4985123
Sherburne,New York,42.6781266,-75.4985123
Shetlter Island,New York,41.0681549,-72.3386939
Sidney,New York,42.3029483,-75.4033098
Simpronius,New York,42.7295134,-76.3152098
Smith Town,New York,40.8559314,-73.2006687
Smithfield,New York,42.98079072,-75.69957733
Smithtown,New York,40.8559314,-73.2006687
Smithville,New York,42.4233064,-75.7548654
Smyrna,New York,42.6872921,-75.5707376
Sodus,New York,43.2378428,-77.0613618
Solon,New York,42.5970144,-76.0168688
Somerstown,New York,41.30076566,-73.724441530000007
South East,New York,41.3917065,-73.6300729
South Hampton,New York,40.8765421,-72.3999944
South Hempstead,New York,40.704722,-73.617222
South Hempsted,New York,40.704722,-73.617222
South Hold,New York,41.0648222,-72.4261962
South Salem,New York,41.2728649,-73.5523849
South-East,New York,41.3917065,-73.6300729
Southampton,New York,40.8765421,-72.3999944
Southeast,New York,41.3917065,-73.6300729
Southeastown,New York,41.3829912,-73.6138916
Southfield,New York,41.2446759,-74.1758519
Southhold,New York,41.0648222,-72.4261962
Southold,New York,41.0648222,-72.4261962
Spafford,New York,42.804512,-76.2649296
Sparta,New York,42.6054111,-77.6765184
Springfield,New York,42.836184,-74.8534838
Springport,New York,42.8477265,-76.675922
Stamford,New York,42.4073024,-74.614318
Standford,New York,41.9037411,-73.6771662
Stanford,New York,41.9037411,-73.6771662
Stephen,New York,41.30076566,-73.724441530000007
Stephen Town,New York,42.5486929,-73.3739973
Stephen-Town,New York,41.30076566,-73.724441530000007
Stephenstown,New York,42.5486929,-73.3739973
Stephentown,New York,42.5486929,-73.3739973
Sterling,New York,43.3259005,-76.6449491
Steuben,New York,43.3200694,-75.2829465
Stevenstown,New York,42.5486929,-73.3739973
Steventown,New York,42.5486929,-73.3739973
Still Water,New York,42.9384101,-73.6531731
Stillwater,New York,42.9384101,-73.6531731
Stockholm,New York,44.7563928,-74.8397652
Stratford,New York,43.1797921,-74.6968146
Suffrage,New York,42.5906322,-74.9451573
Sullivan,New York,43.0545116,-75.8468569
Sweden,New York,43.1726909,-77.9510209
Tennessee,New York,42.7989933,-77.8095577
Thompson,New York,41.6543833,-74.663464
Thurman,New York,43.5334001,-73.915959
Ticonderoga,New York,43.8486707,-73.4234531
Tielly,New York,42.7981229,-76.1093695
Tioga,New York,42.056903,-76.34791
Tolland,New York,42.0813879,-73.0118668
Tompkins,New York,42.4575747,-76.5488232
Trenton,New York,43.228708,-75.2245693
Troupsburg,New York,42.0436813,-77.5460982
Troupsburgh,New York,42.0436813,-77.5460982
Troy,New York,42.7358118,-73.6753209
Truxton,New York,42.7120125,-76.0285349
Tully,New York,42.7981229,-76.1093695
Turin,New York,43.6272915,-75.4112896
Turloch,New York,42.74701217,-74.57519531
Turnin,New York,43.6272915,-75.4112896
Ulsysses,New York,42.5236928,-76.6181655
Ulysses,New York,42.5236928,-76.6181655
Unadilla,New York,42.3253586,-75.3123969
Unandilla,New York,42.3253586,-75.3123969
Union,New York,42.114722,-76.021667
Unknown,New York,NA,NA
UNKNOWN,New York,NA,NA
Unknown Town,New York,NA,NA
Unknown Town 1,New York,NA,NA
Unknown Town 2,New York,NA,NA
Unknown Town 3,New York,NA,NA
Unknown Town 4,New York,NA,NA
Unkown,New York,NA,NA
Venice,New York,42.7106747,-76.5719414
Vernon,New York,43.0795135,-75.5393442
Verona,New York,43.1381455,-75.5706945
Victory,New York,43.197289,-76.6543926
Virgel,New York,42.5106272,-76.1943742
Virgil,New York,42.5106272,-76.1943742
Walkill,New York,41.6056492,-74.1840358
Wall Kill,New York,41.6056492,-74.1840358
Wallkill,New York,41.6056492,-74.1840358
Walton,New York,42.1698107,-75.130478
Warren,New York,42.8472949,-74.9209865
Warrren,New York,42.8472949,-74.9209865
Warsaw,New York,42.7429111,-78.1412927
Warwarsink,New York,41.7588883,-74.3573343
Warwasing,New York,41.7588883,-74.3573343
Warwick,New York,41.2552441,-74.3547216
Washingnton,New York,41.78974488,-73.6605835
Washington,New York,41.78974488,-73.6605835
Water Vliet,New York,42.7300783,-73.7012299
Water-Vliet,New York,42.7300783,-73.7012299
Waterford,New York,42.7925777,-73.6812293
Watertown,New York,43.9732923,-75.9100391
Watervliet,New York,42.7300783,-73.7012299
Watvervliet,New York,42.7300783,-73.7012299
Wawarsink,New York,41.7588883,-74.3573343
Wayne,New York,42.47918714,-77.12127686
Wells,New York,43.3959017,-74.2895826
Wesfield,New York,43.414167,-73.487778
Wesport,New York,44.1839413,-73.4356831
West Chester,New York,40.83043688,-73.83911133
West-Chester,New York,40.83043688,-73.83911133
Westchester,New York,40.83043688,-73.83911133
Westerlo,New York,42.5150785,-74.0454099
Westerloo,New York,42.5150785,-74.0454099
Western,New York,43.3447295,-75.3878525
Westfield,New York,43.414167,-73.487778
Westmoreland,New York,43.1162663,-75.4037358
Westport,New York,44.1839413,-73.4356831
Wheatland,New York,43.0134418,-77.8183052
Wheeler,New York,42.4303485,-77.3324807
White Hall,New York,43.5601578,-73.4165938
White Plains,New York,41.0253362,-73.7521369
Whitehall,New York,43.5601578,-73.4165938
Whiteplains,New York,41.0253362,-73.7521369
Whites Town,New York,43.1381536,-75.329557
Whitestown,New York,43.1381536,-75.329557
Whitetown,New York,43.1381536,-75.329557
Wilksborough,New York,44.3579929,-73.3911945
Wilksburgh,New York,44.3579929,-73.3911945
Williamson,New York,43.2239229,-77.1861277
Williamstown,New York,42.664722,-77.769722
Willink,New York,42.75104599,-78.62091064
Willisborough,New York,44.3579929,-73.3911945
Willsboro,New York,44.3579929,-73.3911945
Willsborough,New York,44.3579929,-73.3911945
Willsburough,New York,44.3579929,-73.3911945
Wilmington,New York,44.3886137,-73.8154356
Wilsborough,New York,44.3579929,-73.3911945
Wilton,New York,43.1800734,-73.7442863
Windham,New York,42.3073065,-74.2520875
Windsor,New York,42.0759128,-75.640462
Winsborough,New York,44.35724204,-73.41339111
Wolcott,New York,43.2206218,-76.8149578
Woodstock,New York,42.0409247,-74.1181971
Wookstock,New York,42.0409247,-74.1181971
Wooster,New York,42.591717,-74.7504996
Worcester,New York,42.591717,-74.7504996
Yonkers,New York,40.9458622,-73.8674464
York,New York,41.2625965,-73.8183804
York Town,New York,41.2625965,-73.8183804
Yorktown,New York,41.2625965,-73.8183804
